190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
190.4,-70.28,-489.18
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
162.19,-70.28,-523.15
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
148.09,-77.31,-516.35
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-462.0
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
141.04,-77.31,-428.03
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-84.34,-414.44
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
119.88,-91.37,-373.68
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
112.83,-98.4,-366.88
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
105.78,-119.48,-326.12
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
133.98,-105.43,-298.94
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
119.88,-105.43,-278.56
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
133.98,-112.45,-237.79
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
155.14,-126.51,-203.82
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
169.24,-126.51,-217.41
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
204.5,-119.48,-190.24
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
239.76,-126.51,-163.06
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
282.07,-133.54,-149.47
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
310.28,-140.57,-129.09
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
324.38,-147.6,-115.5
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
359.64,-154.62,-122.29
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
409.01,-140.57,-88.32
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
465.42,-140.57,-101.91
507.73,-147.6,-115.5
